# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (NONE)	Total score (NONE)	Length (NONE)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (CODON_CHANGE_PLUS_CODON_DELETION)	Count (CODON_CHANGE_PLUS_CODON_INSERTION)	Count (CODON_DELETION)	Count (CODON_INSERTION)	Count (DOWNSTREAM)	Count (EXON)	Count (FRAME_SHIFT)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
OR12D2.3	OR12D2	mRNA	0	0	5000	0	0	1033	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	48	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D2.4	OR12D2	mRNA	0	0	5000	0	0	1033	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	48	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D2.5	OR12D2	mRNA	0	0	5000	0	0	1033	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	48	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D2.6	OR12D2	mRNA	0	0	5000	0	0	1033	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	48	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D3	OR12D3	mRNA	0	0	5000	2	0	1869	2	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	914	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OR12D3.2	OR12D3	mRNA	0	0	5000	0	0	1869	0	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	914	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D3.3	OR12D3	mRNA	0	0	5000	0	0	1869	0	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	914	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D3.4	OR12D3	mRNA	0	0	5000	0	0	1869	0	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	914	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D3.5	OR12D3	mRNA	0	0	5000	0	0	1869	0	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	914	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D3.6	OR12D3	mRNA	0	0	5000	0	0	1869	0	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	914	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13A1	OR13A1	mRNA	0	0	5000	0	0	2078	0	0	12955	0	0	10877	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	782	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13C2	OR13C2	mRNA	3	0	5000	11	0	957	11	0	957	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	3	0	6	0	3	0	0	0	0	0	0	2	0	0	1	0	0
OR13C3	OR13C3	mRNA	0	0	5000	1	0	1044	1	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OR13C4	OR13C4	mRNA	0	0	5000	0	0	957	0	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13C5	OR13C5	mRNA	0	0	5000	16	0	957	16	0	957	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	3	0	0	3	0	0
OR13C8	OR13C8	mRNA	0	0	5000	1	0	963	1	0	963	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OR13C9	OR13C9	mRNA	1	0	5000	5	0	957	5	0	957	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0
OR13D1	OR13D1	mRNA	0	0	5000	3	0	1041	3	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
OR13F1	OR13F1	mRNA	3	0	5000	5	0	960	5	0	960	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0
OR13G1	OR13G1	mRNA	1	0	5000	5	0	924	5	0	924	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0
OR13H1	OR13H1	mRNA	0	0	5000	0	0	927	0	0	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13J1	OR13J1	mRNA	0	0	5000	2	0	939	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OR14A16	OR14A16	mRNA	1	0	5000	6	0	930	6	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
OR14C36	OR14C36	mRNA	2	0	5000	5	0	939	5	0	939	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0
OR14I1	OR14I1	mRNA	0	0	5000	5	0	936	5	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
OR14J1	OR14J1	mRNA	0	0	5000	0	0	966	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1.2	OR14J1	mRNA	0	0	5000	0	0	966	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1.3	OR14J1	mRNA	0	0	5000	1	0	966	1	0	966	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
OR14J1.4	OR14J1	mRNA	0	0	5000	0	0	966	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1.5	OR14J1	mRNA	0	0	5000	0	0	966	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1.6	OR14J1	mRNA	0	0	5000	0	0	966	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1.7	OR14J1	mRNA	0	0	5000	0	0	966	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1A1	OR1A1	mRNA	1	0	5000	3	0	930	3	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
OR1A2	OR1A2	mRNA	0	0	5000	5	0	930	5	0	930	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0
OR1B1	OR1B1	mRNA	1	0	5000	8	0	957	8	0	957	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	1	0	3	0	0	4	0	0
OR1C1	OR1C1	mRNA	0	0	5000	2	0	945	2	0	945	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
OR1D2	OR1D2	mRNA	0	0	5000	0	0	939	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1D4	OR1D4	Non-coding_transcript	1	0	5000	1	0	590	1	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1D5	OR1D5	mRNA	4	0	5000	8	0	939	8	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0
OR1E1	OR1E1	mRNA	0	0	5000	2	0	945	2	0	945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OR1E2	OR1E2	mRNA	1	0	5000	3	0	972	3	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
OR1F1	OR1F1	mRNA	0	0	5000	0	0	939	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OR1F2P	OR1F2P	Non-coding_transcript	0	0	5000	0	0	985	0	0	985	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OR1G1	OR1G1	mRNA	0	0	5000	0	0	942	0	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1I1	OR1I1	mRNA	0	0	5000	5	0	1068	5	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
OR1J1	OR1J1	mRNA	0	0	5000	2	0	969	2	0	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR1J2	OR1J2	mRNA	0	0	5000	2	0	942	2	0	942	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OR1J4	OR1J4	mRNA	1	0	5000	0	0	942	0	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1K1	OR1K1	mRNA	0	0	5000	1	0	951	1	0	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OR1L1	OR1L1	mRNA	0	0	5000	1	0	933	1	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OR1L3	OR1L3	mRNA	0	0	5000	0	0	975	0	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1L4	OR1L4	mRNA	0	0	5000	2	0	936	2	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR1L6	OR1L6	mRNA	0	0	5000	6	0	936	6	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OR1L8	OR1L8	mRNA	2	0	5000	5	0	930	5	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
OR1M1	OR1M1	mRNA	0	0	5000	1	0	942	1	0	942	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
OR1N1	OR1N1	mRNA	2	0	5000	2	0	936	2	0	936	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0
OR1N2	OR1N2	mRNA	8	0	5000	8	0	993	8	0	993	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	4	0	0	3	0	0
OR1Q1	OR1Q1	mRNA	1	0	5000	4	0	945	4	0	945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0
OR1S1	OR1S1	mRNA	0	0	5000	9	0	978	9	0	978	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	2	0	0	3	0	0
OR1S2	OR1S2	mRNA	0	0	5000	2	0	978	2	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OR2A1	OR2A1	mRNA	0	0	5000	4	0	933	4	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OR2A1.2	OR2A1	mRNA	0	0	5000	1	0	933	1	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OR2A12	OR2A12	mRNA	2	0	5000	2	0	933	2	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR2A14	OR2A14	mRNA	1	0	5000	5	0	933	5	0	933	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
OR2A2	OR2A2	mRNA	1	0	5000	2	0	957	2	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR2A20P	OR2A20P	Non-coding_transcript	0	0	5000	0	0	930	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A20P.2	OR2A20P	Non-coding_transcript	0	0	5000	0	0	930	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A25	OR2A25	mRNA	0	0	5000	2	0	933	2	0	933	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
OR2A4	OR2A4	mRNA	0	0	5000	0	0	933	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A42	OR2A42	mRNA	0	0	5000	0	0	933	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A42.2	OR2A42	mRNA	0	0	5000	0	0	933	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A5	OR2A5	mRNA	0	0	5000	4	0	936	4	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
OR2A7	OR2A7	mRNA	0	0	5000	2	0	933	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0
OR2A9P	OR2A9P	Non-coding_transcript	0	0	5000	0	0	985	0	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A9P.2	OR2A9P	Non-coding_transcript	0	0	5000	0	0	985	0	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2AE1	OR2AE1	mRNA	1	0	5000	1	0	972	1	0	972	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OR2AG1	OR2AG1	mRNA	2	0	5000	3	0	998	4	0	998	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	1	0	26	0	0	21	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0
OR2AG2	OR2AG2	mRNA	0	0	5000	2	0	951	2	0	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR2AK2	OR2AK2	mRNA	0	0	5000	2	0	1008	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR2AP1	OR2AP1	mRNA	0	0	5000	1	0	930	1	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OR2AT4	OR2AT4	mRNA	0	0	5000	0	0	963	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OR2B11	OR2B11	mRNA	7	0	5000	8	0	954	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0	0	7	0	1	0	5	0	0	0	0	0	0	2	0	0	4	0	0
OR2B2	OR2B2	mRNA	0	0	5000	2	0	1212	2	0	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	61	0	0	77	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	OR2B3	mRNA	0	0	5000	0	0	1106	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3.2	OR2B3	mRNA	0	0	5000	0	0	1106	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3.3	OR2B3	mRNA	0	0	5000	1	0	1106	1	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3.4	OR2B3	mRNA	0	0	5000	0	0	1106	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3.5	OR2B3	mRNA	0	0	5000	0	0	1106	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3.6	OR2B3	mRNA	0	0	5000	0	0	1106	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3.7	OR2B3	mRNA	0	0	5000	0	0	1106	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3.8	OR2B3	mRNA	0	0	5000	0	0	1106	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	99	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B6	OR2B6	mRNA	0	0	5000	0	0	942	0	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2C1	OR2C1	mRNA	0	0	5000	6	0	1036	6	0	1036	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	45	0	0	52	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	4	0	0
OR2C3	OR2C3	mRNA	2	0	5000	3	0	2742	4	0	3708	1	0	966	0	0	0	0	0	2	0	0	2	1	0	5000	0	0	1417	0	0	362	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0
OR2D2	OR2D2	mRNA	0	0	5000	3	0	927	3	0	927	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
OR2D3	OR2D3	mRNA	1	0	5000	6	0	993	3	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0
OR2F1	OR2F1	mRNA	0	0	5000	4	0	1089	4	0	1089	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	91	0	0	44	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0
OR2F2	OR2F2	mRNA	1	0	5000	3	0	954	3	0	954	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
OR2G2	OR2G2	mRNA	0	0	5000	3	0	954	3	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OR2G3	OR2G3	mRNA	0	0	5000	3	0	930	3	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
OR2G6	OR2G6	mRNA	0	0	5000	1	0	951	1	0	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OR2H1	OR2H1	mRNA	0	0	5000	0	0	2996	1	0	5870	0	0	2874	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1602	1	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR2H1.2	OR2H1	mRNA	0	0	5000	0	0	2996	0	0	5871	0	0	2875	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1602	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1.3	OR2H1	mRNA	0	0	5000	0	0	2996	0	0	5869	0	0	2873	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1602	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1.4	OR2H1	mRNA	0	0	5000	0	0	2996	0	0	5870	0	0	2874	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1602	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1.5	OR2H1	mRNA	0	0	5000	0	0	2996	0	0	5871	0	0	2875	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1602	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1.6	OR2H1	mRNA	0	0	5000	0	0	2996	0	0	5870	0	0	2874	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1602	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
